id,text,mark 
4198,кара зима 2 15 стала самой масштабной арктической экспедицией мире за последние 2 лет ССЫЛКА ССЫЛКА,0
4199,рн юганскнефтегаз добыл 3 млн тонн нефти на месторождениях правдинского региона ССЫЛКА ССЫЛКА,-1
4200,игорь сечин принял участие российско итальянских переговорах на высшем уровне ССЫЛКА,1
4201,роснефть запустила пробную эксплуатацию часть узунского месторождения на южно узунском лицензионном участке ССЫЛКА,1
4202,роснефть получила награду за вклад улучшение экологии ССЫЛКА ХЭШТЕГ ССЫЛКА,1
4203,роснефть отметила всемирный день охраны окружающей среды ежегодным корпоративным мероприятием день эколога ССЫЛКА,-1
4204,на месторождениях уватского проекта введены эксплуатацию две крупные гтэс ССЫЛКА ХЭШТЕГ ССЫЛКА,1
4205,преддверии российского этапа wtcc пилот lada spo rosneft роб хафф дал интервью официальному сайту чемпионата ССЫЛКА,-1
4206,игорь сечин провел переговоры египте ССЫЛКА,0
4207,томскнефть приступила освоению поньжевого проточного месторождений ССЫЛКА,0
4208,легендарное самотлорское месторождение отмечает 5 летний юбилей ССЫЛКА ХЭШТЕГ ХЭШТЕГ ССЫЛКА,0
4209,роснефть погасила два синдицированных кредита бывшей группы тнк вр ССЫЛКА ХЭШТЕГ ССЫЛКА,-1
4210,на восточно мессояхском месторождении началось эксплуатационное бурение ССЫЛКА ХЭШТЕГ,-1
4211,на этапе wtcc москве за lada spo rosneft выступят роб хафф яап ван лаген ник катсбург ССЫЛКА ССЫЛКА,1
4212,игорь сечин провел переговоры венесуэле ССЫЛКА ХЭШТЕГ ХЭШТЕГ ССЫЛКА,-1
4213,роснефть аэро air bp договорились поставках авиатоплива ССЫЛКА ХЭШТЕГ,0
4214,жизнь белых медведей прямом эфире ССЫЛКА ССЫЛКА,1
4215,роснефть повышает эффективность организационной структуры ССЫЛКА ХЭШТЕГ ССЫЛКА,1
4216,роснефть добыла миллионную тонну нефти на северной оконечности месторождения чайво ССЫЛКА ХЭШТЕГ ССЫЛКА,0
4217,роснефть создала на базе протозановского месторождения новый центр нефтедобычи уватского проекта ССЫЛКА ХЭШТЕГ,1
4218,роснефть получила 2 специализированных судна построенных на дальневосточном заводе звезда ССЫЛКА ССЫЛКА,0
4219,самотлорнефтегаз ввел эксплуатацию часть самотлорского месторождения на южно мыхпайском лу ССЫЛКА ССЫЛКА,-1
4220,роснефть установила новый рекорд скорости бурения ССЫЛКА ХЭШТЕГ,0
4221,роснефть становится владельцем 1 проекта солимойнс ССЫЛКА ХЭШТЕГ,0
4222,на туапсинский нпз доставлено крупнотоннажное оборудование ССЫЛКА ХЭШТЕГ ССЫЛКА,1
4223,роснефть внедряет систему энергетического менеджмента ССЫЛКА ХЭШТЕГ,0
4224,поздравление 7 летием великой победы от имени председателя правления оао нк роснефть игоря сечина ССЫЛКА ХЭШТЕГ,0
4225,посетителей азс роснефть встретили праздничным оркестром ССЫЛКА ХЭШТЕГ ХЭШТЕГ,-1
4226,сызранский нпз перешел на выпуск дизельных топлив по стандарту евро 5 ССЫЛКА ССЫЛКА,0
4227,совет директоров оао нк роснефть продлил полномочия игоря сечина на 5 лет ССЫЛКА ХЭШТЕГ,1
4228,роснефть увеличивает поставки нефти чехию ССЫЛКА ХЭШТЕГ,0
4229,диких северных оленей эвенкии пометили спутниковыми ошейниками ССЫЛКА ХЭШТЕГ ХЭШТЕГ ХЭШТЕГ ССЫЛКА,0
4230,самаранефтегаз увеличил i квартале 2 15 года объемы добычи нефти газа ССЫЛКА ССЫЛКА,-1
4231,таас юрях нефтегазодобыча завершила сейсморазведку на среднеботуобинском месторождении ССЫЛКА ССЫЛКА,-1
4232,на восточно мессояхском месторождении завершен этап опытно промышленной эксплуатации ССЫЛКА,0
4233,при поддержке роснефти мультимедиа арт музее открылась выставка территория победы ССЫЛКА ССЫЛКА,0
4234,на ванкорском месторождении добыта 1 миллионная тонна нефти ССЫЛКА ХЭШТЕГ ХЭШТЕГ ССЫЛКА,0
4235,москве на тверском бульваре открылась фотовыставка страницы победы ССЫЛКА ХЭШТЕГ ССЫЛКА,1
4236,роснефть провела общественные слушания по лицензионному участку печорском море ССЫЛКА ХЭШТЕГ,0
4237,новые технологии обеспечили дополнительную добычу нефти на месторождениях оао рн няганьнефтегаз ССЫЛКА ХЭШТЕГ,-1
4238,петербургские школьники внесли свой вклад подготовку празднования 7 летней годовщины победы ССЫЛКА ССЫЛКА,0
4239,роснефть увеличила i квартале объем добычи нефти на месторождениях уватского проекта ССЫЛКА ХЭШТЕГ,0
4240,артур чилингаров установил флаг роснефти на северном полюсе ССЫЛКА ХЭШТЕГ ХЭШТЕГ ССЫЛКА,0
4241,ванкорнефть приступила строительству установки подготовки нефти на сузунском месторождении ССЫЛКА ССЫЛКА,-1
4242,оао варьеганнефтегаз отмечает юбилей 3 лет производственной деятельности ССЫЛКА ССЫЛКА,-1
4243,роснефть seadrill nadl согласовали продление рамочного соглашения ССЫЛКА,0
4244,роснефть pirelli synthos разработают тэо производства синтетического каучука г находке ССЫЛКА ХЭШТЕГ,1
4245,роснефть i квартале увеличила добычу газа на 19 7 ССЫЛКА ХЭШТЕГ,-1
4246,проект сахалин 1 установил новый мировой рекорд по бурению самой длинной скважины ССЫЛКА ХЭШТЕГ ССЫЛКА,1
4247,правление роснефти рассмотрело вопрос индексации зарплаты сотрудников компании ССЫЛКА ХЭШТЕГ,0
4248,нзмп приступил строительству производственных объектов по развитию присадок ССЫЛКА ХЭШТЕГ ХЭШТЕГ ССЫЛКА,-1
4249,роснефть провела конкурс среди студентов сибирского федерального университета ССЫЛКА ХЭШТЕГ ХЭШТЕГ ССЫЛКА,1
4250,ванкорнефть осуществила присоединение ванкорского энергорайона енэс ССЫЛКА ХЭШТЕГ ХЭШТЕГ ССЫЛКА,1
4251,рамках проекта освоения мессояхской группы построен самый северный рф подводный переход нефтепровода через реку ССЫЛКА,1
4252,роснефть получила одобрение росприроднадзора по восьми программам геологоразведки западной арктике ССЫЛКА ХЭШТЕГ,-1
4253,1 апреля стартует акция выиграй поездку на гонки шанхай подробные правила на сайте ССЫЛКА ССЫЛКА,-1
4254,роснефть преддверии дня геолога подвела итоги первого квартала ССЫЛКА ХЭШТЕГ ССЫЛКА,1
4255,об урегулировании споров компаниями группы yukos ССЫЛКА ХЭШТЕГ,1
4256,роснефть фас согласовали принципы ценообразования порядок реализации нефтепродуктов рф ССЫЛКА ССЫЛКА,0
4257,рн битум 2 14 году подтвердил лидерские позиции на рынке битумных материалов россии ССЫЛКА ХЭШТЕГ,1
4258,самарские нпз роснефти полностью перешли на выпуск бензинов евро 5 ССЫЛКА ХЭШТЕГ ССЫЛКА,0
4259,вснк опережает план по эксплуатационному бурению на юрубчено тохомском месторождении ССЫЛКА ХЭШТЕГ ССЫЛКА,1
4260,анхк приступила производству новых марок высококачественных базовых масел ССЫЛКА ХЭШТЕГ ССЫЛКА,-1
4261,роснефть омк подписали соглашение партнерстве ССЫЛКА ХЭШТЕГ,1
4262,репортаж популярного жж сообщества как это сделано новокуйбышевском нпз ССЫЛКА ССЫЛКА,1
4263,роснефть по итогам 2 14 года увеличила объем продаж судового топлива на 21 ССЫЛКА ХЭШТЕГ ССЫЛКА,1
4264,ХЭШТЕГ объединение производственных мощностей роснефти группы компаний санорс ССЫЛКА ССЫЛКА,-1
4265,начала промышленной эксплуатации харампурского месторождения исполняется 25 лет ССЫЛКА ХЭШТЕГ ССЫЛКА,1
4266,роснефть поддерживает коренные малочисленные народы севера ССЫЛКА ХЭШТЕГ ССЫЛКА,1
4267,ХЭШТЕГ ССЫЛКА,1
4268,оао удмуртнефть приступило освоению новых месторождений на шести лицензионных участках ССЫЛКА ССЫЛКА,1
4269,роснефть завершила сделку по приобретению нефтехимического холдинга санорс ССЫЛКА ХЭШТЕГ,1
4270,роснефть завершила проведение гелиевой съемки на шельфе охотского моря ССЫЛКА ХЭШТЕГ,-1
4271,серия репортажей васильцова гонке на собачьих упряжках сибирь квест красноярском крае ССЫЛКА ССЫЛКА,1
4272,роснефть начала заправку самолетов магасе ССЫЛКА ХЭШТЕГ ССЫЛКА,-1
4273,роснефть увеличила добычу нефти на верхнечонском месторождении на 6 5 ССЫЛКА ХЭШТЕГ ССЫЛКА,0
4274,роснефть подвела итоги наградила победителей корпоративной зимней спартакиады ССЫЛКА ХЭШТЕГ ССЫЛКА,-1
4275,ооо рн аэро продемонстрировало лучшие показатели реализации авиатоплива россии 2 14 году ССЫЛКА ССЫЛКА,0
4276,на тверском бульваре москве открылась выставка арктика вчера сегодня завтра ССЫЛКА ССЫЛКА,-1
4277,lada spo rosneft готовится первой гонке сезона чемпионате мира по турингу ССЫЛКА ХЭШТЕГ ССЫЛКА,1
4278,анхк завершила монтаж основного оборудования на установке по производству высокооктановой добавки для бензинов ССЫЛКА,1
4279,роснефть golar lng расширяют сотрудничество сфере спг ССЫЛКА ХЭШТЕГ,-1
4280,игорь сечин принял участие мессе по случаю годовщины смерти уго чавеса ССЫЛКА ССЫЛКА,1
4281,роснефть объявляет результатах за 2 14 ССЫЛКА ХЭШТЕГ ССЫЛКА,-1
4282,сотрудники ооо рн уватнефтегаз помогли ученым найти краснозобую казарку ССЫЛКА ССЫЛКА,-1
4283,фоторепортаж легендарного самотлорского месторождения сделанный помощью беспилотника ССЫЛКА ССЫЛКА,1
4284,оао рн няганьнефтегаз опережением графика выполнило комплекс сейсмических работ ССЫЛКА ССЫЛКА,-1
4285,ХЭШТЕГ ССЫЛКА,1
4286,томскнефть приступает использованию беспилотных летательных аппаратов ССЫЛКА ССЫЛКА,1
4287,роснефть провела общественные слушания по изысканиям на южно черноморском участке ССЫЛКА ХЭШТЕГ,0
4288,оао томскнипинефть подвело итоги работы 2 14 году ССЫЛКА ССЫЛКА,-1
4289,сотрудники предприятий роснефти стали лауреатами xv всероссийского конкурса инженер года 2 14 ССЫЛКА ХЭШТЕГ,0
4290,красноярском крае при поддержке вснк прошла гонка на собачьих упряжках сибирь квест ССЫЛКА ССЫЛКА,0
4291,новокуйбышевский нпз ввел эксплуатацию комплексы каталитического риформинга изомеризации ССЫЛКА ССЫЛКА,-1
4292,блогер виталий рагулин рассказал об уникальной операции по перевозке крупногабаритной колонны для туапсинского нпз ССЫЛКА,1
4293,ХЭШТЕГ ХЭШТЕГ ссылка на полноразмерное изображение ССЫЛКА ССЫЛКА,0
4294,коэффициент замещения запасов нефти роснефти 2 14 году составил 154 ССЫЛКА ХЭШТЕГ,-1
4295,белых медведей содержащихся московском зоопарке взятых компанией роснефть под опеку родились медвежата ССЫЛКА,1
4296,роснефть приступила проведению гелиевой съемки на шельфе охотского моря ССЫЛКА ХЭШТЕГ,0
4297,пхк цска впервые истории стал чемпионом россии досрочно обеспечив себе первое место регулярном турнире кхл ССЫЛКА,1
4298,на ооо рн туапсинский нпз продолжается поставка крупногабаритного оборудования ССЫЛКА ХЭШТЕГ ССЫЛКА,-1
4299,роснефть досрочно погасила часть кредита привлеченного для покупки тнк вр ССЫЛКА ХЭШТЕГ,1
4300,самотлорнефтегаз рамках реализации инвестпрограммы по бурению получил дополнительно 92 тыс тонн нефти ССЫЛКА,-1
4301,ХЭШТЕГ ССЫЛКА,1
4302,роснефть отмечает день российской науки ССЫЛКА ССЫЛКА,0
4303,роснефть 2 14 году увеличила добычу нефти на увате на 12 7 ССЫЛКА ССЫЛКА,-1
4304,ХЭШТЕГ ССЫЛКА,0
4305,ооо рн юганскнефтегаз отмечает 45 лет начала промышленной эксплуатации мамонтовского месторождения ССЫЛКА,0
4306,ХЭШТЕГ ССЫЛКА,1
4307,роснефть подвела итоги масштабной всероссийской акции выиграй автомобиль ССЫЛКА ХЭШТЕГ,1
4308,утвержден государственный профессиональный стандарт буровой супервайзер разработанный при участии нк роснефть ССЫЛКА,-1
4309,ХЭШТЕГ ССЫЛКА,-1
4310,заявление оао нк роснефть об использовании облигационных займов ССЫЛКА ХЭШТЕГ,-1
4311,на восточно мессояхском месторождении расположенном ямало ненецком ао создается система энергообеспечения проекта ССЫЛКА,1
4312,рн няганьнефтегаз дочернее общество оао нк роснефть завершило первый этап строительства нового газопровода ССЫЛКА,-1
4313,вид платформы беркут на закат над охотским морем ССЫЛКА,0
4314,роснефть приступила опытной эксплуатации северо даниловского нефтегазоконденсатного месторождения ССЫЛКА ХЭШТЕГ,1
4315,оао рн няганьнефтегаз отмечает 35 летие начала промышленной эксплуатации красноленинского месторождения ССЫЛКА ХЭШТЕГ,-1
4316,роснефть начала добычу нефти на месторождении аркутун даги ССЫЛКА ХЭШТЕГ ССЫЛКА,-1
4317,ХЭШТЕГ ССЫЛКА,1
4318,охотское море морозным январским вечером морская буровая платформа орлан ССЫЛКА,-1
4319,извлекаемые промышленные запасы нефти восточно мессояхского месторождения увеличились на 32 ССЫЛКА ХЭШТЕГ,-1
4320,ооо рн находканефтепродукт 2 14 году достигло рекордного показателя объемов перевалки ССЫЛКА ССЫЛКА,1
4321,новокуйбышевский завод масел присадок признан лучшим профильным заводом среди стран снг ССЫЛКА ССЫЛКА,0
4322,ХЭШТЕГ ССЫЛКА,1
4323,роснефть petrocas создают совместное предприятие области логистики розничных продаж ССЫЛКА ХЭШТЕГ,-1
4324,добро пожаловать на страницу оао нк роснефть instagram ССЫЛКА,-1
4325,ликвидации последствий инцидента на строящемся магистральном нефтепроводе тихорецк туапсе 2 ССЫЛКА,0
4326,оао самаранефтегаз дочернее общество оао нк роснефть приобрело новый лицензионный участок ССЫЛКА,-1
4327,ХЭШТЕГ ССЫЛКА,-1
4328,репортажи ПОЛЬЗОВАТЕЛЬ газодобыче на ямале ССЫЛКА ССЫЛКА ССЫЛКА ССЫЛКА,-1
4329,рн аэро shell aviation подписали соглашение сотрудничестве ССЫЛКА ССЫЛКА,1
4330,роснефть general electric 2 14 году реализовали программу обучения сотрудников нефтяной компании ССЫЛКА ХЭШТЕГ,-1
4331,заявление оао нк роснефть morgan stanley ССЫЛКА,1
4332,эксперты обсудили перспективы освоения арктики на круглом столе роснефти рго ССЫЛКА ССЫЛКА,-1
4333,роснефть планово погасила часть кредита привлеченного для покупки тнк вр ССЫЛКА,-1
4334,роснефть приступила экспериментальной добыче газа из туронских отложений на ямале ССЫЛКА ССЫЛКА,-1
4335,совет директоров оао нк роснефть утвердил бизнес план на 2 15 2 16 годы ССЫЛКА ХЭШТЕГ ССЫЛКА,-1
4336,артур чилингаров выступил докладом об арктических проектах роснефти институте нансена ССЫЛКА ССЫЛКА,1
4337,ХЭШТЕГ ССЫЛКА,1
4338,роснефть транснефть подписали соглашение тарифе для строительства отвода от всто до комсомольского нпз ССЫЛКА,-1
4339,роснефть получила промышленные притоки углеводородов на лу иркутской области ССЫЛКА ХЭШТЕГ ССЫЛКА,1
4340,зао рнпк ввело эксплуатацию новый центр экологических исследований ССЫЛКА ХЭШТЕГ ССЫЛКА,1
4341,глава роснефти игорь сечин опроверг слухи об участии компании обрушении рубля ССЫЛКА,-1
4342,рн аэро казмунайгаз аэро подписали соглашение сотрудничестве ССЫЛКА ССЫЛКА,1
4343,ХЭШТЕГ ССЫЛКА,1
4344,ооо рн уватнефтегаз добыло 5 миллионную тонну нефти ССЫЛКА ХЭШТЕГ ССЫЛКА,-1
4345,роснефть essar договорились об условиях поставок нефти нефтепродуктов на нпз essar ССЫЛКА ССЫЛКА,-1
4346,глава оао нк роснефть игорь сечин провел переговоры индии ССЫЛКА ХЭШТЕГ,0
4347,роснефть провела общественные слушания по геологоразведочным работам на лицензионных участках печорском море ССЫЛКА,-1
4348,совет директоров роснефти на заседании 9 декабря утвердил основные стратегические цели развития компании ССЫЛКА ХЭШТЕГ,-1
4349,ванкорнефть приступила строительству нефтепровода от сузунского месторождения ССЫЛКА ХЭШТЕГ ССЫЛКА,1
4350,новокуйбышевский нпз за 9 месяцев увеличил объем переработки нефти выпуск нефтепродуктов ССЫЛКА ССЫЛКА,1
4351,сибирские ученые при поддержке нк роснефть обнаружили пропавшую популяцию северного оленя ССЫЛКА ССЫЛКА,-1
4352,ХЭШТЕГ ССЫЛКА,1
4353,роснефть крупнейшие российские компании договорились партнерстве области нефтепродуктообеспечения ССЫЛКА ХЭШТЕГ,1
4354,государственная комиссия по запасам подтвердила открытие месторождения победа ССЫЛКА ССЫЛКА,1
4355,если вас авто дизельным мотором заправляете ли вы его зимним дизельным топливом примите участие нашем опросе ССЫЛКА,-1
4356,продукция предприятий роснефти числе лауреатов конкурса 1 лучших товаров россии ССЫЛКА ССЫЛКА,0
4357,блогер ПОЛЬЗОВАТЕЛЬ рассказал том как нефть шельфа сахалина начинает путь по всему миру ССЫЛКА,-1
4358,роснефть провела общественные слушания по комплексным исследованиям на лу восточно сибирском море ССЫЛКА ХЭШТЕГ,0
4359,роснефть выступила генеральным партнером фестиваля декабрьские вечера святослава рихтера ССЫЛКА ССЫЛКА,-1
4360,оао ангарская нефтехимическая компания ноябре вдвое увеличило выпуск дизельного топлива ССЫЛКА ССЫЛКА,0
4361,роснефть приобретает 16 67 долю нпз пцк городе шведт германия ССЫЛКА ХЭШТЕГ ССЫЛКА,0
4362,оао саратовский нпз ввело эксплуатацию установку короткоцикловой адсорбции водорода ССЫЛКА ССЫЛКА,-1
4363,ооо таас юрях нефтегазодобыча добыло первый миллион тонн нефти ССЫЛКА ХЭШТЕГ ССЫЛКА,0
4364,роснефть начала реализацию инженерного сопровождения бурения приоритетных скважин круглосуточном режиме ССЫЛКА ХЭШТЕГ,1
4365,глава оао нк роснефть игорь сечин 25 ноября принял участие международной конференции по нефти вене ССЫЛКА ХЭШТЕГ,0
4366,роснефть приступила осенне зимним экологическим исследованиям акватории черного моря ССЫЛКА ССЫЛКА,1
4367,соболезнования родным близким виктора тихонова ССЫЛКА ССЫЛКА,1
4368,роснефть провела общественные слушания по комплексным исследованиям на лицензионном участке баренцевом море ССЫЛКА,1
4369,дальневосточном федеральном университете прошел день роснефти ССЫЛКА ССЫЛКА,-1
4370,москве открыт первый шинный центр pirelli на азс роснефти ССЫЛКА ХЭШТЕГ ХЭШТЕГ ХЭШТЕГ,0
4371,роснефть начала поставки первой нефти северной оконечности месторождения чайво ССЫЛКА ХЭШТЕГ ССЫЛКА,1
4372,ачинский нпз возобновил выпуск товарных моторных топлив ССЫЛКА ХЭШТЕГ ХЭШТЕГ ССЫЛКА,0
4373,роснефть завершила программу выполнения геологоразведочных работ на шельфе 2 14 году ССЫЛКА ССЫЛКА,-1
4374,юнепком поддержал инициативу роснефти русского географического общества ССЫЛКА ХЭШТЕГ ХЭШТЕГ ССЫЛКА,1
4375,роснефть pdvsa подписали второй контракт на поставку нефти нефтепродуктов ССЫЛКА ХЭШТЕГ ССЫЛКА,0
4376,игорь сечин провел переговоры рафаэлем рамиресом ССЫЛКА ХЭШТЕГ ХЭШТЕГ ССЫЛКА,0
4377,роснефть подвела итоги ix межрегиональной научно технической конференции молодых специалистов ССЫЛКА ХЭШТЕГ,0
4378,ХЭШТЕГ ССЫЛКА,0
4379,роснефть провела общественные слушания по семи лицензионным участкам баренцевом море ССЫЛКА ХЭШТЕГ,1
4380,сызранский нпз за 9 месяцев увеличил объем переработки нефти выпуск нефтепродуктов ССЫЛКА ХЭШТЕГ ССЫЛКА,1
4381,игорь сечин принял участие церемонии посвященной восстановлению саяно шушенской гэс ССЫЛКА ССЫЛКА,-1
4382,испытания эксплуатационных скважин юрубчено тохомского месторождения показали их высокую продуктивность ССЫЛКА ХЭШТЕГ,0
4383,интервью главы оао нк роснефть игоря сечина телеканалу россия 24 об итогах переговоров кнр ССЫЛКА ХЭШТЕГ ХЭШТЕГ,0
4384,делегация роснефти приняла участие саммите атэс ССЫЛКА ХЭШТЕГ ХЭШТЕГ ССЫЛКА,0
4385,инфографика сотрудничестве роснефти со странами азиатско тихоокеанского экономического сотрудничества ХЭШТЕГ ССЫЛКА,0
4386,период навигации на верхнечонское месторождение завезено около 6 тысяч тонн грузов ССЫЛКА ХЭШТЕГ ХЭШТЕГ,1
4387,на юрубчено тохомском месторождении начинается бурение газонагнетательных скважин ССЫЛКА ССЫЛКА,-1
4388,роснефть завершила сейсморазведочные работы восточно сибирском море опережением срока лицензионных обязательств ССЫЛКА,0
4389,на мессояхской группе месторождений расположенных на севере янао началось строительство нефтепровода ССЫЛКА,1
4390,игорь сечин провел переговоры пекине по развитию стратегического сотрудничества кнр ССЫЛКА ССЫЛКА,1
4391,ХЭШТЕГ ССЫЛКА,0
4392,роснефть ввела эксплуатацию современный танкер бункеровщик рн туапсе ССЫЛКА ССЫЛКА,0
4393,высокое качество нефти месторождения победа подтверждено лабораторными исследованиями ССЫЛКА ССЫЛКА,1
4394,оао нк роснефть публикует консолидированные финансовые результаты по мсфо за 9 мес 2 14 ССЫЛКА ССЫЛКА,-1
4395,официальное заявление оао нк роснефть публикации газеты коммерсант ССЫЛКА,0
4396,глава оао нк роснефть игорь сечин провел переговоры главой республики карелия александром худилайненом ССЫЛКА,1
4397,игорь сечин провел торжественное мероприятие по случаю начала торгов газом на спбмтсб ССЫЛКА ССЫЛКА,1
4398,ХЭШТЕГ ССЫЛКА,0
4399,игорь сечин принял участие работе iii евразийского форума инновации международная интеграция ССЫЛКА,0
4400,ХЭШТЕГ ССЫЛКА,-1
4401,роснефть подвела итоги юбилейного корпоративного смотра конкурса лучший по профессии 2 14 ССЫЛКА ССЫЛКА,1
4402,на верхнечонском месторождении добыта 3 миллионная тонна нефти начала эксплуатации ССЫЛКА ССЫЛКА,-1
4403,роснефть провела круглый стол на тему арктическая победа шаг энергетическое будущее россии ССЫЛКА,-1
4404,рязанская нефтеперерабатывающая компания приступила выпуску бензина аи 92 стандарта евро 5 ССЫЛКА ССЫЛКА,0
4405,роснефть pirelli расширяют сотрудничество сфере разработки производства сбыта синтетического каучука ССЫЛКА,0
4406,на самарские нпз роснефти помощью вертолета доставлено негабаритное оборудование ССЫЛКА ССЫЛКА,1
4407,ХЭШТЕГ ССЫЛКА,-1
4408,сахалинские месторождения отмечают юбилей ССЫЛКА ССЫЛКА,-1
4409,нефтеюганске открыт крупнейший хмао спорткомплекс аквапарком олимпийским бассейном ССЫЛКА ССЫЛКА,0
4410,оао нижневартовское нефтегазодобывающее предприятие приступило промышленному освоению южно узунского участка ССЫЛКА,0
4411,роспан провел рекордный гидроразрыв пласта на уренгойском месторождении ССЫЛКА ССЫЛКА,0
4412,роснефть cnpc подписали соглашение дальнейшем углублении стратегического сотрудничества ССЫЛКА ССЫЛКА,0
4413,на трассе сочи построенной использованием высокотехнологичного компонента роснефти прошел этап формулы 1 ССЫЛКА,0
4414,ХЭШТЕГ ССЫЛКА,-1
4415,на верхнечонском месторождении суточная добыча нефти достигла исторического максимума ССЫЛКА ССЫЛКА,0
4416,под знаком большой медведицы артур чилингаров проектах арктике ССЫЛКА ССЫЛКА,0
4417,ХЭШТЕГ ССЫЛКА,0
4418,роснефть объявляет конкурс студенческих работ арктика будущего условия конкурса ССЫЛКА ССЫЛКА,0
4419,1 октября по 31 декабря 2 14 стань участником акции выиграй автомобиль правила акции ССЫЛКА ССЫЛКА,-1
4420,инфографика действующей роснефти системе непрерывного образования школа вуз предприятие ХЭШТЕГ ССЫЛКА,0
4421,роснефть закрыла сделку по приобретению бишкекской нефтяной компании ССЫЛКА,-1
4422,ХЭШТЕГ ССЫЛКА,1
4423,роснефть приступила строительству нефтепровода комсомольскому нпз ССЫЛКА ССЫЛКА,0
4424,инфографика многоступенчатом контроле качества нефтепродуктов который обеспечивает оао нк роснефть ССЫЛКА,0
4425,восточным центром освоения уватского проекта добыта 3 миллионная тонна нефти ССЫЛКА ССЫЛКА,-1
4426,роснефть подвела итоги юбилейной корпоративной летней спартакиады ССЫЛКА ССЫЛКА,0
4427,куйбышевский нефтеперерабатывающий завод произвел первую партию изомеризата на новой установке ССЫЛКА ССЫЛКА,0
4428,ХЭШТЕГ ССЫЛКА,0
4429,роснефть приняла участие конференции морские млекопитающие голарктики ССЫЛКА,0
4430,роснефть начинает геологоразведку на лицензионных участках восточно сибирском море ССЫЛКА ССЫЛКА,0
4431,каким топливом вы заправляете свой автомобиль примите участие нашем опросе социальной сети вконтакте ССЫЛКА,0
4432,ХЭШТЕГ ССЫЛКА,0
4433,делегация роснефти приняла участие конференции нефть газ сахалина южно сахалинске ССЫЛКА,0
4434,ХЭШТЕГ ССЫЛКА,-1
4435,ХЭШТЕГ ССЫЛКА,0
4436,роснефть опубликовала отчет области устойчивого развития компании за 2 13 с высшим уровнем применения gri ССЫЛКА,0
4437,игорь сечин провел совещание по выполнению бизнес плана по добыче нефти жидких углеводородов дочками роснефти ССЫЛКА,0
4438,ни одна жидкость не влияет на срок службы двигателя больше чем моторное масло вот почему нам так важно его качество ССЫЛКА,0
4439,фск еэс ПОЛЬЗОВАТЕЛЬ роснефть вводят две подстанции для энергообеспечения ванкора ССЫЛКА,0
4440,специалисты мгу по заказу роснефти разработают нефтеобезвреживающие бактерии для северных морей ССЫЛКА,0
4441,зао роспан интернешнл дочернее общество оао нк роснефть приступило освоению участка ачимовских отложений ССЫЛКА,0
4442,ХЭШТЕГ ССЫЛКА,0
4443,поздравление днем работников нефтяной газовой промышленности от главы роснефти игоря сечина ССЫЛКА ХЭШТЕГ,0
4444,роснефть отмечает день работников нефтяной газовой промышленности ССЫЛКА ССЫЛКА,0
4445,вторая часть рассказа блогера ПОЛЬЗОВАТЕЛЬ поездке на объекты рязанской нефтеперерабатывающей компании ССЫЛКА,0
4446,ХЭШТЕГ ССЫЛКА,-1
4447,роснефть начинает эксплуатацию месторождения северная оконечность чайво на острове сахалин ССЫЛКА ССЫЛКА,-1
4448,роснефть завершила полевые работы на шельфе черного моря ССЫЛКА ССЫЛКА,0
4449,блогер владислав щукин ПОЛЬЗОВАТЕЛЬ рассказал работе новой экологической лаборатории рязанской нпк ССЫЛКА,0
4450,на куйбышевском нпз состоялась церемония пуска установки изомеризации ССЫЛКА ССЫЛКА,0
4451,роснефть монголия подписали соглашение об организации обучения граждан страны вузах партнерах компании ССЫЛКА,0
4452,роснефть выиграла тендер на заправки грузовых рейсов компании ПОЛЬЗОВАТЕЛЬ ССЫЛКА ССЫЛКА,0
4453,роснефть глобальная энергетическая компания ХЭШТЕГ отражена нашей подробной инфографике ССЫЛКА,0
4454,ХЭШТЕГ ССЫЛКА,-1
4455,ачинский нефтеперерабатывающий завод сжатые сроки возобновил переработку нефти ССЫЛКА,-1
4456,ХЭШТЕГ ССЫЛКА,1
4457,буровая установка платформы west alpha начавшая работу карском море способна бурить на глубину до 7 км ХЭШТЕГ ССЫЛКА,0
4458,рн аэро демонстрирует активный рост показателей деятельности первом полугодии 2 14 года ССЫЛКА ССЫЛКА,0
4459,роснефть no atlantic drilling подписали соглашение об обмене активами ССЫЛКА ССЫЛКА,0
4460,ХЭШТЕГ ССЫЛКА,0
4461,блогер михаил васильцов ПОЛЬЗОВАТЕЛЬ посетил нефтебазу адлерском районе сочи делится впечатлениями от ее работы ССЫЛКА,0
4462,ХЭШТЕГ ССЫЛКА,0
4463,блогер васильцов проверил как олимпийский азк роснефти служит городу сочи спустя полгода после окончания игр ССЫЛКА,0
4464,роснефть statoil приступили разведочным работам на норвежском шельфе баренцева моря ССЫЛКА ССЫЛКА,0
4465,поездка блогера лаврова на научно исследовательское судно polar marquis черном море ССЫЛКА ССЫЛКА,0
4466,мы продолжаем нашу рубрику ХЭШТЕГ ССЫЛКА,0
4467,чтобы всюду успевать требуется высококачественное топливо роли роснефти на рынке топлива смотрите инфографике ССЫЛКА,0
