id,text,mark 
1308,Идет активная подготовка производственных объектов к предстоящей зиме http://t.co/5qDejPGjPY #Газпром http://t.co/JFCLCnK1WL,0
1309,"Вид на астраханское газоконденсатное месторождение. Фото ""Газпром добыча Астрахань"" http://t.co/y5MN9ckCob",1
1310,Сергей Густов возглавил «#Газпром СПГ Санкт-Петербург»: http://t.co/OD4vxrQuk9 http://t.co/PppnGcWrgy,0
1311,#Газпром запустил полный цикл производства жидкого гелия http://t.co/OlpO7rznlT http://t.co/z59UjN7rQH,0
1312,#Газпром активно развивает инновационные технологии: http://t.co/RHHmJTl6DA,1
1313,Виктор Зубков: существенных диспропорций в налогообложении газовой и нефтяной отрасли в России нет http://t.co/FLit5286ma #Газпром,1
1314,#Газпром значительно увеличивает поставки газа в Хорватию: http://t.co/rUJkPyLqIA #ЮжныйПоток,1
1315,«Центргаз» построит #ЮжныйПоток в Сербии: http://t.co/aBYfsVnRsj http://t.co/TdpbLeA1pj,0
1316,"Лето. Фото ""Газпром трансгаз Москва"" http://t.co/UMRunJjjr4",0
1317,Объявлены победители конкурса по компьютерному проектированию и информационным технологиям: http://t.co/9Ds6hv9qYm #газпром,-1
1318,«Миллионы новых жизней» — новый фоторепортаж OOO «#Газпром добыча шельф Южно-Сахалинск»: http://t.co/bVTUyoOr2a,0
1319,RT @rianru: Владимир Путин провел встречу с главами «Газпрома» и «Газпром экспорта» http://t.co/VIjryIq60f,0
1320,"Американские горки Blue Fire Megacoaster в ""Европа-парке"" в Германии. Фото @gazpromgermania http://t.co/qShBe8Tumw",0
1321,South Stream Transport получила разрешение на начало строительство #ЮжногоПотока в России: http://t.co/CoaFkF8R0h,-1
1322,Избраны Председатель и заместитель Председателя нового Совета директоров ОАО #Газпром: http://t.co/Y23KQzEayo,0
1323,Прямая трансляция итоговой пресс-конференции с участием Председателя Совета директоров и Председателя Правления: http://t.co/Sft98LM1ZX,0
1324,Годовое Общее собрание акционеров ОАО #Газпром избрало новый состав Совета директоров: http://t.co/Z2jQovy8Rr,0
1325,Годовое Общее собрание акционеров ОАО #Газпром приняло решения по вопросам повестки дня: http://t.co/LKe9zxdZU1,0
1326,Доклад Алексея Миллера на собрании акционеров #Газпрома: http://t.co/Qy7Zixe3xM,1
1327,Пресс-конференция окончена. Повтор смотрите через несколько часов здесь: http://t.co/y7qRx8zaHs,-1
1328,"Андрей Круглов: мы рассчитываем, что EBITDA по 2014 году будет не меньше $55 млрд #Gzp_Finance #Газпром",0
1329,Андрей Круглов: #Газпром ведет работу по получению листинга на Гонконгской фондовой бирже #Gzp_Finance,-1
1330,Андрей Круглов: #Газпром заинтересован в дальнейшем расширении сотрудничества с финансовыми структурами АТР #Gzp_Finance,-1
1331,"Елена Карпель: у #Газпрома возможностей предоставлять скидки на газ потребителям меньше, чем у независимых производителей #Gzp_Finance",0
1332,Андрей Круглов: до конца 2014 года #Газпром не планирует выходить на рынок внешних заимствований #Gzp_Finance,0
1333,Андрей Круглов: необходимости в докапитализации #Газпрома в настоящее время нет #Gzp_Finance,0
1334,"Прогноз: средняя ставка НДПИ на газ для #Газпрома в 2014 году составит 693 руб. за тыс. куб. м, в 2015 году — 717 руб. #Gzp_Finance",-1
1335,"Эффект от реализации Программы оптимизации затрат #Газпром в 2013 году — 24 млрд руб., прогноз на 2014 год — 17,5 млрд руб. #Gzp_Finance",-1
1336,#Газпром построит австрийский участок #ЮжногоПотока к концу 2016 года http://t.co/XBtJ8dr2Hj,0
1337,В год 70-летия освобождения Беларуси #Газпром открыл в Брестской крепости музейную экспозицию http://t.co/9BAVRtLGQt,1
1338,Сотрудничество #Газпрома и Правительства Ставропольского края способствует развитию региона http://t.co/KBjIv77J2D,0
1339,В Великих Луках прошла XIX Международная встреча воздухоплавателей: http://t.co/elp2OC3f4d,0
1340,#Газпром принял решение увеличить закачку газа в европейские подземные хранилища: http://t.co/jYOHKbjHhg,0
1341,"Российско-украинские ""газовые"" взаимоотношения в инфографике @rianru http://t.co/3QZnlwDf0N",0
1342,Алексей Миллер: первый стык «Силы Сибири» будет сварен уже в августе: http://t.co/mXovnmJZUK,0
1343,"""Газовые"" автомобили на Ганноверской промышленной выставке в Германии. Фото Gazprom Germania http://t.co/Al7EJhUzWo",1
1344,Аккредитация журналистов на собрание акционеров #Газпрома состоится 23 и 24 июня http://t.co/CCPtqRMfQj,0
1345,Посол Республики Болгария в России Бойко Коцев: «Нам нужен #ЮжныйПоток» http://t.co/NMpvAJBgx0,0
1346,RT @ForbesNews_Rus: Total предложила «Газпрому» перезапустить Штокман на новых технологиях  http://t.co/G6FP1o5HxW,0
1347,"Миллер и Новак: новые переговоры с Украиной по газу не назначаются, предмет консультаций исчез",0
1348,"Миллер: Европа пока не может ощутить последствия перехода Украины на предоплату, информации о несанкционированном отборе газа нет",0
1349,"RT @itass: Введение предоплаты за газ для Украины перенесено на 16 июня, заявил глава ""Газпрома"" http://t.co/zn8ULiX3od",-1
1350,"RT @gazprom2014: Небольшой обзор того, что происходит на объектах «Газпрома» летом http://t.co/LNnD8PArFe #Газпром2014",0
1351,"Учения добровольных пожарных дружин на Ямсовейском месторождении. Фото Геннадия Литвинова, ""Газпром… http://t.co/lEnKFuPERV",1
1352,"Ночная Москва. Фото Алексея Нагаева, ""Мосэнерго"" http://t.co/UiHlK61eJZ",0
1353,#Газпром и Кировская область обсуждают строительство малотоннажного #СПГ-завода для развития газификации http://t.co/m1RZPNb8a7 @NikitaBelyh,0
1354,#Газпром развивает газомоторный рынок Чехии http://t.co/Dg4ncdNIAD,1
1355,Новые канатные дороги #Газпрома открыты для гостей и жителей Красной поляны: http://t.co/1InbmOo6IC,-1
1356,В Берлине прошли переговоры #Газпрома с НАК «Нафтогаз #Украины» http://t.co/a2qUOWTDdE,0
1357,Сжиженный природный газ в инфографике http://t.co/NWWZLSKFyc,-1
1358,Пресс-конференция закончилась. Повтор будет доступен через несколько часов здесь: http://t.co/ghUJw8uqzH #Газпром #GZP_Export,0
1359,Александр Медведев: ограничение экспорта российского газа в #Европу невозможно #Газпром #GZP_Export,1
1360,Александр Медведев: решение по использованию мощностей #ЮжногоПотока будет найдено #Газпром #GZP_Export,1
1361,"Александр Медведев: я убежден, что необходимости либерализовывать трубопроводный экспорт нет и не будет #Газпром #GZP_Export",1
1362,"Сергей Куприянов о переговорах с #Украиной: мы стремимся к тому, чтобы выработать комплексное решение #Газпром #GZP_Export",0
1363,"Александр Медведев: проект ""Балтийский #СПГ"" реализуется по графику, проект очень интересный #Газпром #GZP_Export",1
1364,"Александр Медведев: нет никаких сомнений в том, что проект ""Ямал — Европа-2"" экономически эффективен #Газпром #GZP_Export",1
1365,Александр Медведев: цена газа для #Украины в ноябре-декабре соответствовала средневзвешенной цене экспортного портфеля #Газпрома #GZP_Export,1
1366,Сергей Куприянов: #Украина должна оплатить долг за ноябрь и декабрь 2013 года #Газпром #GZP_Export,1
1367,"Сергей Куприянов о переговорах с #Украиной: у нас есть понимание, как двигаться дальше #Газпром #GZP_Export",1
1368,Александр Медведев: преград для #ЮжногоПотока нет и быть не может #Газпром #GZP_Export,0
1369,Начинаем твиттер-трансляцию пресс-конференции. Прямую видеотрансляцию смотрите здесь: http://t.co/ghUJw8uqzH #Газпром #GZP_Export,0
1370,"Открытое первенство Нового Уренгоя ""Гонки на снегоходах по воде"". По водной глади участники развивают… http://t.co/HS0gOC2wpJ",-1
1371,Выступление Алексея #Миллера на Европейском деловом конгрессе в Афинах: http://t.co/IsTMoA17jZ,0
1372,"#ЮжныйПоток в Болгарии будет строить ""Стройтрансгаз консорциум"": http://t.co/Xl4p1X5U7g",1
1373,"Перевозка трубы большого диаметра на Бованенковском месторождении. Фото Геннадия Литвинова, ООО… http://t.co/g7QpSBgtz8",1
1374,#Газпром собрал сотни детей из разных стран на втором международном форуме «Футбол для дружбы» @F4F_2014 http://t.co/ThJxlHNWcz,-1
1375,#Газпром и #Лукойл развивают стратегическое партнерство: http://t.co/uVNSTgRKSQ,-1
1376,Научно-технический потенциал Пермского края будет максимально задействован #Газпромом: http://t.co/AGEG7FSBej,0
1377,#Газпром и Comita могут создать СП по газомоторному топливу в странах #ЮжногоПотока http://t.co/yYHtYGgUA5,1
1378,#Газпром» и #ENI подписали дополнение к контрактам на поставку газа в Италию http://t.co/2TUmusRat4,-1
1379,"#Газпром и #НОВАТЭК подписали Базовые условия соглашения на поставку СПГ с проекта ""Ямал СПГ"" http://t.co/rUpvmqLase",0
1380,RT @rianru: Путин: газовое соглашение России и Китая - окупаемый проект http://t.co/v1xfSkwVR6,-1
1381,RT @rianru: Путин: месторождения Ковыкта и Чаянда должны стать ресурсной базой для поставок российского газа в Китай http://t.co/LixstZCOVr,-1
1382,#Газпром и #Shell обсудили возможность расширения сотрудничества в рамках проекта #Сахалин2 http://t.co/0cmggTdJSB,-1
1383,Договор на строительство #ЮжногоПотока в Сербии будет заключен в ближайшее время http://t.co/tSZh2FMCx4 #газпром,0
1384,Бурение первой поисковой скважины Rhourde Sayah-2 в Алжире. Фото Gazprom International http://t.co/XMMhbMyo7h,1
1385,#СеверныйПоток демонстрирует высокую эффективность прямых поставок #газа в #Европу: http://t.co/P6U4Val4xF,1
1386,#Газпром и Республика Сербская ускорят подготовку межправсоглашения по #ЮжномуПотоку: http://t.co/jM5fgNHUyd http://t.co/pHCR2WiQOu,1
1387,#Россия и #Китай подписали самый крупный контракт за всю историю #Газпрома: http://t.co/3LpBgFfm1S http://t.co/fBfHnfSIPz,0
1388,V Регулярный открытый международный чемпионат по кумитэ кекусинкай «Кубок Ямбурга – Ямал 2014».… http://t.co/VhBTIzqp17,-1
1389,Пресс-конференция закончилась. Повтор будет доступен через несколько часов здесь: http://t.co/yQS5DtOZma #Gzp_Russia #Газпром,1
1390,#КСелезнев — #Газпром не планирует снижать долю на внутреннем рынке #Gzp_Russia,0
1391,"#КСелезнев — #Газпром к 70-летию Победы внимательно рассматривает возможность оказания поддержки ""Вечным огням"" в городах РФ #Gzp_Russia",0
1392,#КСелезнев Рассматриваем возможность перевода населения-неплательщиков на Северном Кавказе с сетевого на баллонный газ #Газпром #Gzp_Russia,1
1393,Начинаем твиттер-трансляцию пресс-конференции. Прямую видеотрансляцию смотрите здесь: http://t.co/yQS5DtOZma #Gzp_Russia #Газпром,1
1394,"С 2005 г. #Газпром направил на газификацию регионов порядка 214 млрд  руб., уровень газификации вырос с 53,3% до 65,3% #Gzp_Russia",-1
1395,80% задолженности населения за газ приходится на Северный Кавказ #Газпром #Gzp_Russia,1
1396,«Южный поток». #Побережье Паша-Дере в окрестностях Варны (#Болгария). Фото South Stream Transport #Газпром http://t.co/aOelgG0ozf,-1
1397,Вид на #Петропавловск-Камчатский. Фото Катрин Бах (ООО «#Газпром добыча Ноябрьск») http://t.co/N4rc92jrg7,0
1398,Пресс-конференция закончилась. Повтор будет доступен через несколько часов здесь: http://t.co/5grlxOgqu5 #Gzp_Energy #Газпром,1
1399,#ДФедоров — Не видим рисков срыва поставки энергооборудования от возможных санкций Запада к России #Gzp_Energy #Газпром,-1
1400,#ДФедоров — Возможна модернизация еще одного каскада ГЭС ТГК-1 #Gzp_Energy #Газпром,1
1401,#ДФедоров — Планируется реконструкция тепловой части Киришской ГРЭС #Gzp_Energy #Газпром,0
1402,"#ДФедоров — Мощность ТЭЦ в Грозном будет 360 МВт, может больше #Gzp_Energy #Газпром",1
1403,#ДФедоров — Мы стали главными кредиторами ГТ-ТЭЦ Энерго #Gzp_Energy #Газпром,1
1404,#ДФедоров — Рекомендуется акционерам Мосэнерго и ТГК-1 выплатить дивиденды порядка 20% от прибыли #Gzp_Energy #Газпром,-1
1405,#ДФедоров — Адлерская ТЭС и после Олимпиады работает почти на полную мощность #Gzp_Energy #Газпром,1
1406,"#ДФедоров — создается сервисная компания, будет называться «ГЭХ энергоремонт» #Gzp_Energy #Газпром",1
1407,"Общая EBITDA в 2014 Мосэнерго, ТГК-1 и ОГК-2 прогнозируется в 53,7 млрд руб. (+3,8% к 2013) #Gzp_Energy #Газпром",1
1408,Правобережная ТЭЦ в Санкт-Петербурге. Фото ОАО «ТГК-1». http://t.co/vZKsG62mww #газпром,-1
1409,«Газпром» стал генеральным партнером 57-й выставки работ победителей конкурса фотожурналистики World Press Photo. http://t.co/s9x1XlDYNw,0
1410,На празднике оленеводов в Надыме. Фото Александра Мурчича (ООО «#Газпром добыча Надым») http://t.co/NCxEqPZgCo #природа #север,-1
1411,"#ВМаркелов — #Газпром поставляет газ на Украину в соответствии с контрактом, и этот газ предназначен для ее внутреннего потребления.",0
1412,Пресс-конференция закончилась. Повтор можно посмотреть здесь: http://t.co/yrdClkiMFV #Gzp_Production #Газпром,0
1413,"«Штокман Девелопмент» мы не ликвидируем, компания продолжает работать», – #ВМаркелов #Gzp_Production #Газпром",-1
1414,"#САхмедсафин – Общие запасы Южно-Киринского: газ – 636,6 млрд куб. м, конденсат – 97,3 млн т, нефть – 6 млн т #Gzp_Production #Газпром",-1
1415,"#САхмедсафин – Прирост запасов на Южно-Киринском: газ +115,2 млрд куб. м, конденсат +15,9 млн т, нефть +3,1 млн т #Gzp_Production #Газпром",-1
1416,#ВМаркелов – Начало добычи газа на Южно-Киринском месторождении – 2019 год #Gzp_Production #Газпром,1
1417,"#ВМаркелов – По данным украинских коллег, сегодня в ПХГ Украины находится порядка 9 млрд куб. м газа #Gzp_Production #Газпром",0
1418,"#ВМаркелов – Украина должна запасти в своих ПХГ порядка 18,5 млрд куб. м для обеспечения бесперебойного транзита #Газпром #Gzp_Production",1
1419,"Начинаем твиттер-трансляцию пресс-конференции. Прямую видеотрансляцию смотрите здесь: http://t.co/yrdClkiMFV #Газпром, #Gzp_Production",1
1420,Строительство газопровода «Дзуарикау — Цхинвал». Фото ООО «Газпром трансгаз Ставрополь». http://t.co/nXbMWp6KF3,-1
1421,Сейсморазведочное судно на шельфе Вьетнама. Фото Gazprom International http://t.co/5YBWJxtgYc,1
1422,"Баскетболисты ООО ""Газпром трансгаз Ставрополь"" на соревнованиях в столице края. Фото ООО ""Газпром… http://t.co/mukqosC7Ne",0
1423,Снимок сделан в 2005 году на автозимнике Надым — Салехард. Общительный лось-сирота всегда встречал… http://t.co/YG8nkv9vKo,-1
1424,#ГазпромАвиа второй год подряд стало лауреатом Национальной авиационной премии #КрыльяРоссии: http://t.co/UfFveO7J6H,0
1425,Расписание пресс-конференций к собранию акционеров #Газпрома: http://t.co/NfcFjvwKtI  #ГОСА2014,0
1426,#Газпром» и #Китай готовятся подписать контракт в мае: http://t.co/E6ArYVkyjI,0
1427,#Газпром корректирует свои приоритеты на шельфе: http://t.co/cqbkbvUQi8,-1
1428,Резерв #газа в ПХГ России и Беларуси к зиме превысит 71 млрд куб. м: http://t.co/lG3e5EsKuy,1
1429,Миллер: Сегодня только #ЮжныйПоток может дать #Европе реальные дополнительные гарантии энергетической безопасности: http://t.co/23T0Ug32Az,-1
1430,Коллектив — важное конкурентное преимущество #Газпрома: http://t.co/SpOx33E7S7,1
1431,RT @vesti_news: Fitch: любая альтернатива российскому газу - заметно дороже http://t.co/UJRGfVEOPq,1
1432,RT @Vedomosti: «Газпром» хочет построить СПГ-завод на Ямале http://t.co/cErONBp9R2,0
1433,#Газпром согласился с предложением проработать возможность строительства участка газопровода #ЮжныйПоток в Австрии: http://t.co/mqa5eWn88L,-1
1434,Научный потенциал #Якутии будет востребован #Газпромом: http://t.co/FIP8VfKSXd,0
1435,В 2013 году прирост #запасов за счет #геологоразведки превысил добычу на треть http://t.co/4aBcFVYSBY #Газпром #советдиректоров,1
1436,Установление справедливых цен на #газ в России — стимул для развития национальной экономики http://t.co/wuelA9hsNE #Газпром #советдиректоров,1
1437,Совет директоров #Газпрома принял к сведению информацию о возможных изменениях конфигурации мирового #газового рынка: http://t.co/z4gvRhZXNV,0
1438,Алексей Миллер провел совещание по вопросам развития перерабатывающих мощностей #Газпрома: http://t.co/7h8yQMmqrh,1
1439,Олег Наговицын возглавил #Газпром инвестпроект: http://t.co/pYFXUrznf3,0
1440,Олег Наговицын возглавил #Газпром инвестпроект: http://t.co/pYFXUrznf3,0
1441,Уровень #газификации #Башкортостана превысил 87%: http://t.co/fOQhEsEzgB,-1
1442,#Акции #Газпрома включаются в Котировальный список «А» второго уровня Санкт-Петербургской биржи: http://t.co/WIgnbafsAd,1
1443,Миллер и Эттингер обсудили ситуацию с поставками российского природного #газа в Европу: http://t.co/CcpXCLofib,1
1444,Сергей Каунев возглавил #Газпром информ: http://t.co/llXHfmpERI http://t.co/fT1irUXMDw,0
1445,Виктор Зубков: Унификация компрессорных станций позволит существенно снизить затраты на их строительство: Сего... http://t.co/yp0XrcPOYW,0
1446,Алексей Миллер: «Газпром» — стратегический инвестор в экономику Киргизии: Сегодня в Бишкеке в присутствии През... http://t.co/ld63V9H2YM,0
1447,«Газпром» и КННК отметили прогресс в подготовке контракта на поставку российского трубопроводного газа по «вос... http://t.co/GWrr6ohcer,1
1448,Состоялись автогонки на кубок ООО «Газпром добыча Надым»: 5 апреля в Пангодах состоялись соревнования по автом... http://t.co/bLjXmReWPz,1
1449,Подведены итоги Года экологии в ООО «Газпром добыча Надым»: 4 апреля в ООО «Газпром добыча Надым» состоялось с... http://t.co/qOpFQgf0un,0
1450,Весна на Бованенково:  http://t.co/AZHFYHEgxb,1
1451,В ООО «Газпром центрремонт» наградили победителей конкурса детского творчества «Юные таланты»: 4 апреля 2014 г... http://t.co/BtShhrWvQC,1
1452,За 11 лет «Газпром» повысил уровень газификации Владимирской области на 15%: Сегодня в центральном офисе ОАО «... http://t.co/lms8NquagS,-1
1453,Siemens поставит оборудование для диспетчерского управления и электротехнические системы для морского участка ... http://t.co/WxGEWyUG6k,0
1454,«Нафтогаз Украины» должен предпринять незамедлительные меры по погашению накопленной задолженности: Сегодня в ... http://t.co/f4Dme7D94b,0
1455,Алексей Миллер провел в Брюсселе встречи с Гюнтером Эттингером и Франком-Вальтером Штайнмайером: В Брюсселе со... http://t.co/f7STOzz9Mx,1
1456,"«Газпром» расширяет географию международного детского социального проекта «Футбол для дружбы»: ОАО «Газпром», ... http://t.co/xPhBFuaYns",0
1457,"#Газпрому принадлежит крупнейшая газопроводная сеть в мире. Протяженности газопроводов (168,3 тыс. км) хватит, чтобы обогнуть Землю 4 раза!",0
1458,«Газпром» и Siemens продлят Соглашение о стратегическом партнерстве: Сегодня в центральном офисе ОАО «Газпром»... http://t.co/tSj2kKzP61,-1
1459,«Газпром» продолжает совершенствовать взаимодействие с инвесторами и акционерами: Совет директоров ОАО «Газпро... http://t.co/0Y3pIHRujC,-1
1460,Развитие маркетинга СПГ — одно из основных направлений деятельности: Совет Директоров ОАО «Газпром» принял к с... http://t.co/057zoVXV5t,-1
1461,Конкурентная среда — необходимое условие для дальнейшего развития рынка газа в России: Совет директоров ОАО «Г... http://t.co/1l0yZHD6JY,-1
1462,"«Газпром» и Кувейт обсуждают варианты взаимодействия, включая поставки СПГ: Сегодня в центральном офисе ОАО «Г... http://t.co/XgDHkXdBWT",1
1463,"Лучшие специалисты неразрушающего контроля: Все работники ООО «Газпром трансгаз Ставрополь», принявшие участие... http://t.co/5YmXB48GxR",1
1464,«Газпром» и E.ON отметили 40 лет сотрудничества: Сегодня в Берлине (Германия) Председатель Правления ОАО «Газп... http://t.co/6FICrjXw6F,1
1465,Тонны серобетона:  http://t.co/OAH9fwPxg7,1
1466,South Stream Transport подпишет договор на укладку первой нитки морского участка «Южного потока» в марте 2014 ... http://t.co/9avwGJWeoB,0
1467,По «Голубому потоку» Турции поставлено 100 млрд куб. м газа: Сегодня в 11 часов 00 минут по московскому времен... http://t.co/cwiJdg0xnZ,-1
1468,Завершились юбилейные зимние Спартакиады ОАО «Газпром»: В Екатеринбурге состоялось торжественное закрытие юбил... http://t.co/EigHXKJAjv,-1
1469,Надежность отечественных ГПА должна повышаться: Заместитель Председателя Правления ОАО «Газпром» Виталий Марке... http://t.co/eVXthJiIjb,1
1470,«Газпром» обсудил с пермскими машиностроителями вопрос повышения качества оборудования: Состоялась рабочая пое... http://t.co/63U9KZixFM,-1
1471,«Газпром» успешно провел День инвестора в Лондоне и Нью-Йорке: «Газпром» успешно провел День инвестора в Лондо... http://t.co/DLF2GRXNzx,-1
1472,Энергия — наша работа!:  http://t.co/MUr4Gj7P2E,1
1473,«Газпром» и «Газпромбанк» будут вместе реализовывать «Балтийский СПГ» и «Владивосток СПГ»: Сегодня в центральн... http://t.co/YKvng8nalV,1
1474,Принято решение не продлевать скидку на газ для Украины с апреля месяца: Сегодня состоялась рабочая встреча Пр... http://t.co/Mj8mJwhjYT,1
1475,"В Екатеринбурге началась зимняя Спартакиада: 2 марта в Екатеринбурге, во Дворце игровых видов спорта «Уралочка... http://t.co/91Dm4ZCH4V",-1
1476,В ООО «Газпром трансгаз Ставрополь» подведены итоги Года экологии: Торжественная церемония подведения итогов Г... http://t.co/CsYIds0tU7,-1
1477,Алексей Миллер: Расширение присутствия «Газпрома» в Армении — гарантия качественного устойчивого развития ТЭК ... http://t.co/0kMwMzqA7Z,0
1478,«Газпром» совершенствует корпоративное управление: Совет директоров принял к сведению информацию о Кодексе кор... http://t.co/bOWxjUBzIG,1
1479,Экономический эффект от использования изобретений Группы «Газпром» в 2013 году превысит 1 млрд рублей: Совет д... http://t.co/kLo0bbI3hm,0
1480,В «Газпроме» действует эффективный механизм контроля над затратами при реализации инвестиционной программы: Со... http://t.co/imMfCbsz2b,0
1481,«Севернефтегазпром» начал строительство новой эксплуатационной скважины для добычи туронского газа:  http://t.co/j8iwOYzBAz,1
1482,На опытно-промышленной мембранной установке по извлечению гелия на Ковыкте начались ресурсные испытания:  http://t.co/nV6UlODUOO,1
1483,«Газпром» продолжает активную реализацию проектов «Южный поток» и «Южный коридор»: Председатель Правления ОАО ... http://t.co/fqMpMHr1V9,0
1484,В ООО «Газпром трансгаз Уфа» состоялся V турнир корпоративной хоккейной лиги:  http://t.co/WlDUMPYBmj,0
1485,"В дочерних обществах ОАО «Газпром» прошли мероприятия, приуроченные ко Дню науки:  http://t.co/vV2czDYtpf",0
1486,«Газпром» и Литва обсудили широкий круг вопросов двустороннего сотрудничества в энергетической сфере: Сегодня ... http://t.co/2lXkpkQit0,0
1487,В 2014 году емкость ПХГ «Катарина» в Германии увеличится на 50%: Сегодня в центральном офисе ОАО «Газпром» сос... http://t.co/DPtbPQCJP8,0
1488,Болеем за наших!:  http://t.co/1VKJ42BD6g,0
1489,«Газпром» и «ЛУКОЙЛ» объединяют усилия по предупреждению чрезвычайных ситуаций на море: Заместитель Председате... http://t.co/hDNuzPtvOC,0
1490,В ОАО «Газпром промгаз» стартовала благотворительная акция:  http://t.co/XSpRbRgwdN,0
1491,Алексей Миллер и Юрий Бойко обсудили прохождение зимы и долги «Нафтогаза Украины» перед «Газпромом»: Сегодня в... http://t.co/v5J4BpJanw,1
1492,На интернет-сайте «Газпрома» создана страница об отмене доверенностей: На интернет-сайте ОАО «Газпром» создана... http://t.co/yExAcKD1HO,0
1493,ООО «Газпром трансгаз Махачкала» получило «Сертификат доверия работодателю»:  http://t.co/96D73dMd6W,0
1494,«Газпром газомоторное топливо» и Приморский край будут совместно развивать региональный рынок газомоторного топлива:  http://t.co/SPSH2iQYPd,0
1495,Омская область будет производить больше высокотехнологичной продукции для «Газпрома»: Сегодня в центральном оф... http://t.co/PI9c3ZITai,0
1496,"EUROPIPE, „Объединенная металлургическая компания“ и „Северсталь“ поставят трубы для первой нитки морского уча... http://t.co/uC8rxwju34",0
1497,"«Газпром» построит в Брянской области физкультурно-оздоровительные комплексы, бассейны и ледовые арены: Сегодн... http://t.co/M0UW90dEu8",-1
1498,«Газпром» и Воронежская область будут развивать научно-техническое сотрудничество: Сегодня в центральном офисе... http://t.co/pO7CGeByOC,-1
1499,„Газпром“ и „ПрайсвотерхаусКуперс“ обсудили актуальные вопросы сотрудничества: Сегодня в центральном офисе ОАО... http://t.co/XwfEttWa4h,-1
1500,Получено одобрение общественности на проведение сейсморазведочных работ на шельфе Охотского моря:  http://t.co/yhFk340uvu,0
1501,South Stream Transport подпишет договоры на поставку труб для морского участка «Южного потока» в январе 2014 г... http://t.co/AloUVwnD0j,-1
1502,"Отчетность «Газпрома» по МСФО за девять месяцев, закончившихся 30 сентября 2013 года: Сегодня ОАО «Газпром» пр... http://t.co/DLHqfYFIn4",-1
1503,«Газпром» и КННК продолжают подготовку к подписанию контракта на поставку российского природного газа: Сегодня... http://t.co/WtiXwYJOAz,0
1504,Общественность Ямальского района ЯНАО одобрила проведение сейсморазведки на шельфе Карского моря:  http://t.co/JLPZWnOdrG,1
1505,«Сахалин — Хабаровск — Владивосток» — испытано стихией:  http://t.co/pUFlrHX83Q,0
1506,До 2017 года «Газпром» построит в Белгородской области 10 крупных спортивных объектов: Сегодня в центральном о... http://t.co/YKJLnHZG1C,1
1507,Итоги года экологии в ООО «ТюменНИИгипрогаз»:  http://t.co/dGUd3qH1wb,0
1508,Алексей Миллер: «„Газпром“ к Олимпиаде готов!»: Сегодня в Северском районе Краснодарского края состоялись торж... http://t.co/w5PIXTlMmi,0
1509,Алексей Миллер и Вагит Алекперов обсудили ход реализации совместных проектов «Газпрома» и «ЛУКОЙЛа»: Сегодня в... http://t.co/rikfZzWbik,0
1510,На собрании сотрудников германской компании «Вингаз» выступил Александр Медведев:  http://t.co/ksjl8d65rl,0
1511,"Игра в монополию:  

 http://t.co/p3xU5bieBA",0
1512,Музей «Газпром трансгаз Саратов» победил в конкурсе музеев трудовой славы Саратовской области:  http://t.co/0XBkfYY0nX,1
1513,Сотрудники «Газпрома» принимают участие в эстафете олимпийского огня по всей России: Сотрудники Группы «Газпро... http://t.co/J1cQGkVO1N,0
1514,Более 4500 новогодних подарков для детей приготовили в ООО «Газпром трансгаз Ухта»:  http://t.co/JQSkbijHl0,0
1515,В Самаре открыт новый спорткомплекс по программе «Газпром — детям»:  http://t.co/hmSzehZeKO,0
1516,«Газпром» и ГНКАР развивают стратегическое партнерство: Сегодня в центральном офисе ОАО «Газпром» состоялась р... http://t.co/xV9w8jxPzc,0
1517,Темпы дальнейшей газификации Новгородской области будут зависеть от платежной дисциплины: Сегодня в центрально... http://t.co/NoxECpQFl3,0
1518,За четыре года «Газпром» построит в Карачаево-Черкесии 19 газопроводов: Сегодня в центральном офисе ОАО «Газпр... http://t.co/cgd82PpYQp,0
1519,Расширение присутствия «Газпрома» в Киргизии внесет значительный вклад в развитие ТЭК республики: Сегодня в це... http://t.co/R5fhmJ3n6S,0
1520,Акции ОАО «Газпром» включаются в котировальный список «А2» Московской Биржи: Московская Биржа переводит обыкно... http://t.co/tvxRbVDsK1,0
1521,Сотрудники «Газпрома» принимают участие в эстафете олимпийского огня по всей России: Сотрудники Группы «Газпро... http://t.co/3Ckm1Wbkgc,-1
1522,В Санкт-Петербурге появится сеть АГНКС: Сегодня в Санкт-Петербурге Председатель Правления ОАО «Газпром» Алексе... http://t.co/LHuXGpVlWy,0
1523,Совет директоров: «Газпром» соблюдает требования закона об инсайдерской информации: Совет директоров ОАО «Газп... http://t.co/yD977Djz0r,0
1524,«Газпром» постоянно совершенствует систему корпоративного управления с учетом лучших мировых практик: Совет ди... http://t.co/zp5UgXxdnV,0
1525,"Совет директоров утвердил Инвестиционную программу, бюджет и программу сокращения затрат на 2014 год: Совет ди... http://t.co/tAtmJWkwjI",0
1526,Сотрудник ООО «Газпром трансгаз Нижний Новгород» Сергей Сумщенко стал призером чемпионата мира:  http://t.co/3oy830Quu9,0
1527,«Газпром» за год увеличит количество АГНКС в Татарстане в полтора раза: Сегодня в центральном офисе ОАО «Газпр... http://t.co/6ZO2vDNwnU,0
1528,Финал «КВН-2013» в ООО «Газпром трансгаз Саратов»:  http://t.co/dOk0SaEA0H,0
